Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Christian Nørgaard,MF,dk Denmark,28-280,1.eng Brentford,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Guillermo Ochoa,GK,mx Mexico,37-155,1.mx América,1985,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Denis Odoi,DF,gh Ghana,34-202,1.be Club Brugge,1988,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Noah Okafor,"FW,MF",ch Switzerland,22-205,1.at RB Salzburg,2000,3,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.05,0.09,0.14,0.05,0.14,Matches
Mathías Olivera,DF,uy Uruguay,25-045,1.it Napoli,1997,3,3,253,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.03,0.15,0.18,0.03,0.18,Matches
Dani Olmo,FW,es Spain,24-222,1.de RB Leipzig,1998,4,4,367,4.1,1,1,1,0,0,0,0,0.25,0.25,0.49,0.25,0.49,1.4,1.4,0.5,1.9,0.34,0.11,0.46,0.34,0.46,Matches
Amadou Onana,MF,be Belgium,21-121,1.eng Everton,2001,2,1,104,1.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.40,0.00,0.40,0.40,0.40,Matches
André Onana,GK,cm Cameroon,26-257,1.it Inter,1996,1,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Gaël Ondoua,MF,cm Cameroon,27-041,2.de Hannover 96,1995,2,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Loïs Openda,FW,be Belgium,22-302,1.fr Lens,2000,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mislav Oršić,FW,hr Croatia,29-351,1.hr Dinamo Zagreb,1992,5,0,73,0.8,0,2,0,0,0,0,0,0.00,2.47,2.47,0.00,2.47,0.2,0.2,0.8,1.0,0.32,1.42,1.74,0.32,1.74,Matches
Jonathan Osorio,"MF,FW",ca Canada,30-186,1.us Toronto FC,1992,3,1,119,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
Nicolás Otamendi,DF,ar Argentina,34-306,1.pt Benfica,1988,6,6,570,6.3,0,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.2,0.2,0.01,0.03,0.03,0.01,0.03,Matches
Otávio,MF,pt Portugal,27-309,1.pt Porto,1995,3,3,196,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.05,0.17,0.23,0.05,0.23,Matches
Samuel Oum Gouet,MF,cm Cameroon,25-002,1.be Mechelen,1997,2,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Azzedine Ounahi,MF,ma Morocco,22-240,1.fr Angers,2000,6,6,533,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.07,0.08,0.16,0.07,0.16,Matches
Bryan Oviedo,DF,cr Costa Rica,32-300,1.us Real Salt Lake,1990,3,3,260,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mohammed Al-Owais,GK,sa Saudi Arabia,31-066,1.sa Al-Hilal,1991,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Juan Pablo Vargas,DF,cr Costa Rica,27-192,1.co Millonarios,1995,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.5,0.5,0.0,0.5,0.46,0.00,0.46,0.46,0.46,Matches
Exequiel Palacios,"MF,DF",ar Argentina,24-071,1.de Leverkusen,1998,3,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.12,0.12,0.24,0.12,0.24,Matches
João Palhinha,MF,pt Portugal,27-159,1.eng Fulham,1995,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.30,0.36,0.06,0.36,Matches
Lucas Paquetá,MF,br Brazil,25-110,1.eng West Ham,1997,4,4,314,3.5,1,1,1,0,0,0,0,0.29,0.29,0.57,0.29,0.57,0.8,0.8,1.5,2.3,0.24,0.43,0.67,0.24,0.67,Matches
Leandro Paredes,MF,ar Argentina,28-169,1.it Juventus,1994,4,2,206,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
Thomas Partey,MF,gh Ghana,29-185,1.eng Arsenal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.07,0.02,0.09,0.07,0.09,Matches
Mario Pašalić,FW,hr Croatia,27-309,1.it Atalanta,1995,6,2,246,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.11,0.08,0.19,0.11,0.19,Matches
Benjamin Pavard,DF,fr France,26-262,1.de Bayern Munich,1996,1,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Strahinja Pavlović,DF,rs Serbia,21-205,1.at RB Salzburg,2001,3,3,235,2.6,1,0,1,0,0,2,0,0.38,0.00,0.38,0.38,0.38,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07,Matches
Pedri,MF,es Spain,20-020,1.es Barcelona,2002,4,4,356,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.22,0.22,0.00,0.22,Matches
Pedro,FW,br Brazil,25-178,1.br Flamengo,1997,2,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,1.39,0.00,1.39,1.39,1.39,Matches
Facundo Pellistri,"MF,FW",uy Uruguay,20-360,1.eng Manchester Utd,2001,3,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.08,0.09,0.17,0.08,0.17,Matches
Pepe,DF,pt Portugal,39-292,1.pt Porto,1983,4,4,360,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
Danilo Pereira,DF,pt Portugal,31-097,1.fr Paris S-G,1991,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ivan Perišić,"FW,DF",hr Croatia,33-316,1.eng Tottenham,1989,6,6,579,6.4,1,2,1,0,0,0,0,0.16,0.31,0.47,0.16,0.47,0.9,0.9,0.7,1.6,0.15,0.12,0.27,0.15,0.27,Matches
Bruno Petković,FW,hr Croatia,28-090,1.hr Dinamo Zagreb,1994,5,1,209,2.3,1,0,1,0,0,1,0,0.43,0.00,0.43,0.43,0.43,0.1,0.1,0.3,0.5,0.06,0.17,0.23,0.06,0.23,Matches
Germán Pezzella,DF,ar Argentina,31-171,1.es Betis,1991,2,0,55,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.24,0.00,0.24,0.24,0.24,Matches
Kalvin Phillips,MF,eng England,27-013,1.eng Manchester City,1995,2,0,42,0.5,0,1,0,0,0,0,0,0.00,2.14,2.14,0.00,2.14,0.0,0.0,0.1,0.1,0.00,0.17,0.17,0.00,0.17,Matches
Krzysztof Piątek,FW,pl Poland,27-167,1.it Salernitana,1995,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
Jordan Pickford,GK,eng England,28-283,1.eng Everton,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Orbelín Pineda,MF,mx Mexico,26-266,1.gr AEK Athens,1996,1,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.38,0.07,0.45,0.38,0.45,Matches
Gonzalo Plata,"MF,FW",ec Ecuador,22-044,1.es Valladolid,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.06,0.11,0.05,0.11,Matches
Jackson Porozo,DF,ec Ecuador,22-133,1.fr Troyes,2000,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
Morteza Pouraliganji,DF,ir IR Iran,30-240,1.ir Persepolis,1992,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.07,0.09,0.03,0.09,Matches
Ángelo Preciado,DF,ec Ecuador,24-300,1.be Genk,1998,3,3,264,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.1,0.1,0.4,0.5,0.02,0.14,0.17,0.02,0.17,Matches
Christian Pulisic,"FW,MF",us United States,24-088,1.eng Chelsea,1998,4,4,315,3.5,1,2,1,0,0,0,0,0.29,0.57,0.86,0.29,0.86,1.1,1.1,0.9,2.0,0.30,0.26,0.56,0.30,0.56,Matches
Adrien Rabiot,MF,fr France,27-256,1.it Juventus,1995,5,4,388,4.3,1,1,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,1.0,1.0,0.9,1.9,0.23,0.20,0.43,0.23,0.43,Matches
Nemanja Radonjić,"DF,FW",rs Serbia,26-303,1.it Torino,1996,3,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.05,0.19,0.15,0.19,Matches
Baba Rahman,DF,gh Ghana,28-166,2.eng Reading,1994,3,2,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15,Matches
Gonçalo Ramos,"FW,MF",pt Portugal,21-178,1.pt Benfica,2001,4,2,152,1.7,3,1,3,0,0,0,0,1.78,0.59,2.37,1.78,2.37,1.6,1.6,0.4,1.9,0.93,0.21,1.13,0.93,1.13,Matches
Aaron Ramsey,MF,wls Wales,31-354,1.fr Nice,1990,3,3,266,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
Raphinha,FW,br Brazil,26-001,1.es Barcelona,1996,5,4,315,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,1.2,1.2,1.3,2.5,0.35,0.38,0.72,0.35,0.72,Matches
Marcus Rashford,FW,eng England,25-045,1.eng Manchester Utd,1997,5,1,140,1.6,3,0,3,0,0,0,0,1.93,0.00,1.93,1.93,1.93,1.6,1.6,0.0,1.6,1.03,0.00,1.03,1.03,1.03,Matches
David Raum,DF,de Germany,24-237,1.de RB Leipzig,1998,3,3,242,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.0,0.0,0.6,0.6,0.00,0.22,0.22,0.00,0.22,Matches
Bassam Al-Rawi,DF,qa Qatar,24-364,1.qa Al Duhail SC,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
Tim Ream,DF,us United States,35-071,1.eng Fulham,1987,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.07,0.00,0.07,0.07,0.07,Matches
Djorkaeff Reasco,FW,ec Ecuador,23-331,1.ar Newell's OB,1999,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Gio Reyna,FW,us United States,20-032,1.de Dortmund,2002,2,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.10,0.28,0.38,0.10,0.38,Matches
Ramin Rezaeian,DF,ir IR Iran,32-269,1.ir Sepahan,1990,2,2,180,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.3,0.5,0.13,0.14,0.27,0.13,0.27,Matches
Everton Ribeiro,MF,br Brazil,33-249,1.br Flamengo,1989,1,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,Matches
Declan Rice,MF,eng England,23-335,1.eng West Ham,1999,5,5,417,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Richarlison,FW,br Brazil,25-219,1.eng Tottenham,1997,4,4,323,3.6,3,0,3,0,0,0,0,0.84,0.00,0.84,0.84,0.84,2.1,2.1,1.0,3.1,0.59,0.27,0.86,0.59,0.86,Matches
Fabian Rieder,FW,ch Switzerland,20-302,1.ch Young Boys,2002,2,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.25,0.25,0.00,0.25,Matches
Ró-Ró,DF,qa Qatar,32-131,1.qa Al Sadd SC,1990,3,3,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
Connor Roberts,DF,wls Wales,27-083,2.eng Burnley,1995,3,2,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.16,0.16,0.00,0.16,Matches
Antonee Robinson,DF,us United States,25-129,1.eng Fulham,1997,4,4,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,Matches
Sergio Rochet,GK,uy Uruguay,29-267,1.uy Nacional,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Joe Rodon,DF,wls Wales,25-054,1.fr Rennes,1997,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,DF,es Spain,26-176,1.eng Manchester City,1996,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches
Charly Rodríguez,MF,mx Mexico,25-346,1.mx Cruz Azul,1997,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Guido Rodríguez,MF,ar Argentina,28-247,1.es Betis,1994,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Rodríguez,FW,ec Ecuador,22-286,,2000,2,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches
Ricardo Rodríguez,DF,ch Switzerland,30-112,1.it Torino,1992,4,4,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matches
Rodrygo,"MF,FW",br Brazil,21-340,1.es Real Madrid,2001,5,1,181,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.4,0.4,0.4,0.9,0.26,0.25,0.52,0.26,0.52,Matches
Mohamed Ali Ben Romdhane,MF,tn Tunisia,23-100,1.tn Espérance de Tunis,1999,1,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Cristian Romero,DF,ar Argentina,24-232,1.eng Tottenham,1998,6,5,427,4.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Cristiano Ronaldo,FW,pt Portugal,37-313,1.eng Manchester Utd,1985,5,3,290,3.2,1,0,0,1,1,0,0,0.31,0.00,0.31,0.00,0.00,1.6,0.8,0.1,1.0,0.51,0.04,0.55,0.26,0.30,Matches
Marten de Roon,MF,nl Netherlands,31-261,1.it Atalanta,1991,5,3,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kye Rowles,DF,au Australia,24-174,1.sct Hearts,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Rüdiger,DF,de Germany,29-287,1.es Real Madrid,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.25,0.00,0.25,0.25,0.25,Matches
Bryan Ruiz,MF,cr Costa Rica,37-119,1.cr Liga Deportiva Alajuelense,1985,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mathew Ryan,GK,au Australia,30-251,1.dk FC Copenhagen,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Youssouf Sabaly,DF,sn Senegal,29-285,1.es Betis,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.01,0.16,0.18,0.01,0.18,Matches
Abdelhamid Sabiri,MF,ma Morocco,26-017,1.it Sampdoria,1996,4,1,136,1.5,0,1,0,0,0,1,0,0.00,0.66,0.66,0.00,0.66,0.1,0.1,0.9,1.0,0.11,0.75,0.86,0.11,0.86,Matches
Romain Saïss,DF,ma Morocco,32-264,1.tr Beşiktaş,1990,6,6,466,5.2,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.0,0.8,0.16,0.00,0.16,0.16,0.16,Matches
Bukayo Saka,FW,eng England,21-101,1.eng Arsenal,2001,4,4,288,3.2,3,0,3,0,0,0,0,0.94,0.00,0.94,0.94,0.94,0.6,0.6,0.7,1.3,0.20,0.20,0.40,0.20,0.40,Matches
Hiroki Sakai,"MF,DF",jp Japan,32-247,1.jp Urawa Reds,1990,2,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.54,0.07,0.61,0.54,0.61,Matches
Youstin Salas,"DF,MF",cr Costa Rica,26-181,1.cr Deportivo Saprissa,1996,2,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
William Saliba,DF,fr France,21-266,1.eng Arsenal,2001,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Matches
Mohammed Salisu,DF,gh Ghana,23-242,1.eng Southampton,1999,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.8,0.8,0.2,1.0,0.26,0.08,0.34,0.26,0.34,Matches
Tarek Salman,DF,qa Qatar,25-010,1.qa Al Sadd SC,1997,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Alex Sandro,DF,br Brazil,31-323,1.it Juventus,1991,3,2,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches
Leroy Sané,"FW,DF",de Germany,26-338,1.de Bayern Munich,1996,2,1,111,1.2,0,1,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,0.1,0.1,1.8,1.9,0.09,1.44,1.54,0.09,1.54,Matches
Na Sang-ho,FW,kr Korea Republic,26-125,1.kr FC Seoul,1996,2,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.03,0.09,0.12,0.03,0.12,Matches
Pablo Sarabia,FW,es Spain,30-218,1.fr Paris S-G,1992,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,,,,,,Matches
Josh Sargent,FW,us United States,22-298,2.eng Norwich City,2000,3,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.21,0.04,0.25,0.21,0.25,Matches
Jeremy Sarmiento,"MF,FW",ec Ecuador,20-182,1.eng Brighton,2002,3,0,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.07,0.09,0.15,0.07,0.15,Matches
Ismaila Sarr,"FW,MF",sn Senegal,24-293,2.eng Watford,1998,4,4,344,3.8,1,0,0,1,1,0,0,0.26,0.00,0.26,0.00,0.00,1.7,0.9,0.4,1.3,0.43,0.11,0.55,0.23,0.34,Matches
Ferjani Sassi,"MF,DF",tn Tunisia,30-272,1.qa Al Duhail SC,1992,2,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Fabian Schär,DF,ch Switzerland,30-360,1.eng Newcastle Utd,1991,2,2,135,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
Nico Schlotterbeck,DF,de Germany,23-014,1.de Dortmund,1999,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
Kasper Schmeichel,GK,dk Denmark,36-040,1.fr Nice,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Haris Seferović,FW,ch Switzerland,30-296,1.tr Galatasaray,1992,3,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.03,0.27,0.24,0.27,Matches
Alidu Seidu,DF,gh Ghana,22-194,1.fr Clermont Foot,2000,2,2,155,1.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Antoine Semenyo,"FW,MF",gh Ghana,22-342,2.eng Bristol City,2000,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.22,0.00,0.22,0.22,0.22,Matches
Kim Seung-gyu,GK,kr Korea Republic,32-076,1.sa Al-Shabab,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Paik Seung-ho,MF,kr Korea Republic,25-273,1.kr Jeonbuk,1997,1,0,26,0.3,1,0,1,0,0,0,0,3.46,0.00,3.46,3.46,3.46,0.0,0.0,0.0,0.0,0.15,0.00,0.15,0.15,0.15,Matches
Yasser Al-Shahrani,DF,sa Saudi Arabia,30-204,1.sa Al-Hilal,1992,1,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Xherdan Shaqiri,"FW,MF",ch Switzerland,31-066,1.us Chicago Fire,1991,3,3,229,2.5,1,1,1,0,0,0,0,0.39,0.39,0.79,0.39,0.79,0.3,0.3,0.9,1.2,0.12,0.35,0.47,0.12,0.47,Matches
Riyadh Sharahili,MF,sa Saudi Arabia,29-231,1.sa Abha,1993,1,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
Luke Shaw,DF,eng England,27-156,1.eng Manchester Utd,1995,5,5,424,4.7,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.8,0.9,0.02,0.17,0.19,0.02,0.19,Matches
Saad Al Sheeb,GK,qa Qatar,32-299,1.qa Al Sadd SC,1990,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Saleh Al-Shehri,FW,sa Saudi Arabia,29-044,1.sa Al-Hilal,1993,3,3,223,2.5,1,0,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.1,0.1,0.1,0.2,0.03,0.05,0.09,0.03,0.09,Matches
André Silva,FW,pt Portugal,27-039,1.de RB Leipzig,1995,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,Matches
António Silva,DF,pt Portugal,19-046,1.pt Benfica,2003,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Bernardo Silva,MF,pt Portugal,28-127,1.eng Manchester City,1994,5,4,356,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.04,0.09,0.14,0.04,0.14,Matches
Thiago Silva,DF,br Brazil,38-084,1.eng Chelsea,1984,4,4,390,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.9,1.1,0.04,0.23,0.27,0.04,0.27,Matches
